,id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,scheduled_service,icao_code,iata_code,gps_code,local_code,home_link,wikipedia_link,keywords
42441,3866,KSBA,medium_airport,Santa Barbara Municipal Airport,34.426201,-119.839996,13.0,,US,US-CA,Santa Barbara,yes,KSBA,SBA,KSBA,SBA,,https://en.wikipedia.org/wiki/Santa_Barbara_Airport,
42444,3868,KSBN,medium_airport,South Bend International Airport,41.708304,-86.316922,799.0,,US,US-IN,South Bend,yes,KSBN,SBN,KSBN,SBN,https://flysbn.com,https://en.wikipedia.org/wiki/South_Bend_Regional_Airport,
42446,3869,KSBP,medium_airport,San Luis County Regional Airport,35.236801147499996,-120.641998291,212.0,,US,US-CA,San Luis Obispo,yes,KSBP,SBP,KSBP,SBP,http://www.sloairport.com/,https://en.wikipedia.org/wiki/San_Luis_Obispo_County_Regional_Airport,SLO Airport
42454,3872,KSCK,medium_airport,Stockton Metropolitan Airport,37.893279,-121.238079,33.0,,US,US-CA,Stockton,yes,KSCK,SCK,KSCK,SCK,http://www.sjgov.org/airport/,https://en.wikipedia.org/wiki/Stockton_Metropolitan_Airport,
42458,3873,KSDF,large_airport,Louisville Muhammad Ali International Airport,38.1706,-85.735076,501.0,,US,US-KY,Louisville,yes,KSDF,SDF,KSDF,SDF,http://www.flylouisville.com,https://en.wikipedia.org/wiki/Louisville_International_Airport,"Louisville International, Standiford Field"
42462,3875,KSEA,large_airport,Seattle–Tacoma International Airport,47.447943,-122.310276,433.0,,US,US-WA,Seattle,yes,KSEA,SEA,KSEA,SEA,https://www.portseattle.org/sea-tac,https://en.wikipedia.org/wiki/Seattle%E2%80%93Tacoma_International_Airport,"Sea-Tac Airport, SeaTac Airport"
42472,3876,KSFB,large_airport,Orlando Sanford International Airport,28.774277,-81.234626,55.0,,US,US-FL,Orlando,yes,KSFB,SFB,KSFB,SFB,https://flysfb.com,https://en.wikipedia.org/wiki/Orlando_Sanford_International_Airport,
42475,3878,KSFO,large_airport,San Francisco International Airport,37.619806,-122.374821,13.0,,US,US-CA,San Francisco,yes,KSFO,SFO,KSFO,SFO,http://www.flysfo.com/,https://en.wikipedia.org/wiki/San_Francisco_International_Airport,"QSF, QBA"
42479,3879,KSGF,medium_airport,Springfield Branson National Airport,37.245047,-93.388596,1268.0,,US,US-MO,Springfield,yes,KSGF,SGF,KSGF,SGF,https://flyspringfield.com,https://en.wikipedia.org/wiki/Springfield/Branson_National_Airport,
42485,21065,KSGU,medium_airport,St George Regional Airport,37.036389,-113.510306,2941.0,,US,US-UT,St George,yes,KSGU,SGU,KSGU,SGU,https://www.flysgu.org,https://en.wikipedia.org/wiki/St._George_Regional_Airport,DXZ
42486,21066,KSHD,medium_airport,Shenandoah Valley Regional Airport,38.263802,-78.8964,1201.0,,US,US-VA,Weyers Cave,yes,KSHD,SHD,KSHD,SHD,,https://en.wikipedia.org/wiki/Shenandoah_Valley_Regional_Airport,"Harrisonburg, Staunton, Waynesboro"
42489,3881,KSHR,medium_airport,Sheridan County Airport,44.76919937133789,-106.9800033569336,4021.0,,US,US-WY,Sheridan,yes,KSHR,SHR,KSHR,SHR,,https://en.wikipedia.org/wiki/Sheridan_County_Airport,
42490,3882,KSHV,medium_airport,Shreveport Regional Airport,32.444747,-93.826741,258.0,,US,US-LA,Shreveport,yes,KSHV,SHV,KSHV,SHV,,https://en.wikipedia.org/wiki/Shreveport_Regional_Airport,
42495,3883,KSJC,large_airport,Norman Y. Mineta San Jose International Airport,37.362452,-121.929188,62.0,,US,US-CA,San Jose,yes,KSJC,SJC,KSJC,SJC,https://www.flysanjose.com/,https://en.wikipedia.org/wiki/San_Jose_International_Airport,
42497,3884,KSJT,medium_airport,San Angelo Regional Mathis Field,31.35770034790039,-100.49600219726562,1919.0,,US,US-TX,San Angelo,yes,KSJT,SJT,KSJT,SJT,,https://en.wikipedia.org/wiki/San_Angelo_Regional_Airport,
42504,3887,KSLC,large_airport,Salt Lake City International Airport,40.78886,-111.979866,4227.0,,US,US-UT,Salt Lake City,yes,KSLC,SLC,KSLC,SLC,https://slcairport.com/,https://en.wikipedia.org/wiki/Salt_Lake_City_International_Airport,
42511,3891,KSLN,medium_airport,Salina Municipal Airport,38.79100036621094,-97.6521987915039,1288.0,,US,US-KS,Salina,yes,KSLN,SLN,KSLN,SLN,,https://en.wikipedia.org/wiki/Salina_Municipal_Airport,
42516,3892,KSMF,large_airport,Sacramento International Airport,38.6954,-121.591003,27.0,,US,US-CA,Sacramento,yes,KSMF,SMF,KSMF,SMF,https://sacramento.aero/smf,https://en.wikipedia.org/wiki/Sacramento_International_Airport,
42521,3893,KSMX,medium_airport,Santa Maria Public Airport Captain G Allan Hancock Field,34.898899,-120.457001,261.0,,US,US-CA,Santa Maria,yes,KSMX,SMX,KSMX,SMX,,https://en.wikipedia.org/wiki/Santa_Maria_Public_Airport,
42522,3894,KSNA,large_airport,John Wayne Orange County International Airport,33.675063,-117.869281,56.0,,US,US-CA,Santa Ana,yes,KSNA,SNA,KSNA,SNA,http://www.ocair.com/,https://en.wikipedia.org/wiki/John_Wayne_Airport,"Disney, Disneyland, Orange County"
42537,3897,KSPI,medium_airport,Abraham Lincoln Capital Airport,39.844101,-89.677902,598.0,,US,US-IL,Springfield,yes,KSPI,SPI,KSPI,SPI,,https://en.wikipedia.org/wiki/Abraham_Lincoln_Capital_Airport,
42539,3898,KSPS,medium_airport,Wichita Falls Municipal Airport / Sheppard Air Force Base,33.9888,-98.491898,1019.0,,US,US-TX,Wichita Falls,yes,KSPS,SPS,KSPS,SPS,http://www.flywichitafalls.net/,https://en.wikipedia.org/wiki/Wichita_Falls_Municipal_Airport,Sheppard Air Force Base
42547,3899,KSRQ,large_airport,Sarasota Bradenton International Airport,27.394631,-82.554359,30.0,,US,US-FL,Sarasota/Bradenton,yes,KSRQ,SRQ,KSRQ,SRQ,https://flysrq.com,https://en.wikipedia.org/wiki/Sarasota-Bradenton_International_Airport,
42553,3903,KSTC,medium_airport,Saint Cloud Regional Airport,45.5466,-94.059898,1031.0,,US,US-MN,Saint Cloud,yes,KSTC,STC,KSTC,STC,,https://en.wikipedia.org/wiki/St._Cloud_Regional_Airport,
42558,3905,KSTL,large_airport,St. Louis Lambert International Airport,38.748697,-90.370003,618.0,,US,US-MO,St Louis,yes,KSTL,STL,KSTL,STL,https://www.flystl.com/,https://en.wikipedia.org/wiki/St._Louis_Lambert_International_Airport,Lambert St Louis
42560,21114,KSTS,medium_airport,Charles M. Schulz Sonoma County Airport,38.50899887,-122.8130035,128.0,,US,US-CA,Santa Rosa,yes,KSTS,STS,KSTS,STS,http://www.sonomacountyairport.org/,https://en.wikipedia.org/wiki/Charles_M._Schulz_-_Sonoma_County_Airport,
42564,21118,KSUN,medium_airport,Friedman Memorial Airport,43.50439835,-114.2959976,5318.0,,US,US-ID,Hailey,yes,KSUN,SUN,KSUN,SUN,,https://en.wikipedia.org/wiki/Friedman_Memorial_Airport,
42570,3909,KSUX,medium_airport,Sioux Gateway Airport / Brigadier General Bud Day Field,42.397605,-96.382237,1098.0,,US,US-IA,Sioux City,yes,KSUX,SUX,KSUX,SUX,https://www.sioux-city.org/government/departments-a-f/airport,https://en.wikipedia.org/wiki/Sioux_Gateway_Airport,"Col. Bud Day, Sioux City AB, Sioux City AAB"
42576,3911,KSWF,medium_airport,New York Stewart International Airport,41.50421,-74.108901,491.0,,US,US-NY,Newburgh,yes,KSWF,SWF,KSWF,SWF,https://www.swfny.com/,https://en.wikipedia.org/wiki/Stewart_International_Airport,
